"CAMIS","DBA","ZIPCODE","CUISINE DESCRIPTION","reinspections","checks","violations","score","inspections","average_grade","BORO","BUILDING","STREET","SCORE","GRADE","GRADE DATE","GRADENUM","NAME","ADDRESS","lon","lat"
41463483,"DUNKIN' DONUTS",10309,"Donuts",3,12,12,100,5,3,"STATEN ISLAND","655","ROSSVILLE AVENUE",12,"A","01/16/2019",3,"DUNKIN DONUTS","655 ROSSVILLE AVENUE STATEN ISLAND",-74.2070853,40.5424944
41466825,"DUNKIN' DONUTS",10011,"Donuts",3,13,13,173,6,3,"MANHATTAN","101","WEST   23 STREET",3,"A","03/01/2019",3,"DUNKIN DONUTS","101 WEST   23 STREET MANHATTAN",-73.9929538,40.7433442
41467162,"DUNKIN' DONUTS, BASKIN ROBBINS",11368,"American",1,9,9,99,5,3,"QUEENS","5401","108th STREET",7,"A","01/23/2019",3,"DUNKIN DONUTS","5401 108th STREET QUEENS",-73.8540703,40.7421487
41467470,"DUNKIN' DONUTS, BASKIN ROBBINS",11212,"Donuts",5,20,20,255,9,3,"BROOKLYN","241","ROCKAWAY PARKWAY",2,"A","03/27/2019",3,"DUNKIN DONUTS","241 ROCKAWAY PARKWAY BROOKLYN",-73.9201407,40.661408
41468947,"DUNKIN' DONUTS",10025,"Donuts",0,7,7,72,3,3,"MANHATTAN","730","COLUMBUS AVENUE",7,"A","05/07/2018",3,"DUNKIN DONUTS","730 COLUMBUS AVENUE MANHATTAN",-73.9679887,40.7927409
41469234,"DUNKIN' DONUTS/SUBWAY",11433,"Sandwiches",1,14,13,240,5,3,"QUEENS","9217","PARSONS BOULEVARD",5,"A","10/26/2018",3,"DUNKIN DONUTS","9217 PARSONS BOULEVARD QUEENS",-73.7996842,40.7029692
41470773,"DUNKIN' DONUTS",10024,"Donuts",0,5,5,35,3,3,"MANHATTAN","535","AMSTERDAM AVENUE",2,"A","03/12/2019",3,"DUNKIN DONUTS","535 AMSTERDAM AVENUE MANHATTAN",-73.9749819,40.7873588
41473669,"DUNKIN' DONUTS",10471,"Donuts",1,11,11,134,5,3,"BRONX","5987","BROADWAY",4,"A","05/25/2018",3,"DUNKIN DONUTS","5987 BROADWAY BRONX",-73.8984724,40.8901245
41482806,"DUNKIN' DONUTS",11211,"Donuts",2,14,14,258,6,3,"BROOKLYN","809","GRAND STREET",10,"A","05/31/2018",3,"DUNKIN DONUTS","809 GRAND STREET BROOKLYN",-73.9410652,40.712119
41495492,"DUNKIN' DONUTS, BASKIN ROBBINS",11224,"Donuts",0,8,8,65,4,3,"BROOKLYN","3015","MERMAID AVENUE",11,"A","08/30/2018",3,"DUNKIN DONUTS","3015 MERMAID AVENUE BROOKLYN",-73.9971707,40.5756517
41495495,"DUNKIN' DONUTS/ BASKIN ROBBINS",11223,"Donuts",1,10,10,102,5,3,"BROOKLYN","2630","86 STREET",5,"A","07/26/2018",3,"DUNKIN DONUTS","2630 86 STREET BROOKLYN",-73.9843344,40.5959479
41495497,"DUNKIN'",11230,"Donuts",0,6,6,48,3,3,"BROOKLYN","1410","AVENUE J",8,"A","04/02/2019",3,"DUNKIN DONUTS","1410 AVENUE J BROOKLYN",-73.962008,40.6249382
41496092,"STARBUCKS",10012,"Caf̩/Coffee/Tea",1,9,9,81,5,3,"MANHATTAN","45","WEST    4 STREET",12,"A","10/30/2018",3,"STARBUCKS","45 WEST    4 STREET MANHATTAN",-73.9962497,40.7295935
41500641,"DUNKIN' DONUTS",10302,"Donuts",2,10,10,96,5,3,"STATEN ISLAND","1351","FOREST AVENUE",5,"A","01/22/2019",3,"DUNKIN DONUTS","1351 FOREST AVENUE STATEN ISLAND",-74.1355571,40.6262299
41501454,"DUNKIN' DONUTS",11103,"Donuts",1,10,10,93,5,3,"QUEENS","2412","STEINWAY STREET",7,"A","12/04/2018",3,"DUNKIN DONUTS","2412 STEINWAY STREET QUEENS",-73.9111988,40.7687837
41502172,"DUNKIN' DONUTS",10006,"Donuts",0,4,4,20,3,3,"MANHATTAN","19","RECTOR STREET",2,"A","02/22/2019",3,"DUNKIN DONUTS","19 RECTOR STREET MANHATTAN",-74.014163,40.70804
41508160,"DUNKIN' DONUTS",10009,"Donuts",10,29,28,469,10,3,"MANHATTAN","266","1 AVENUE",7,"A","01/11/2019",3,"DUNKIN DONUTS","266 1 AVENUE MANHATTAN",-73.9814735,40.7321304
41508164,"DUNKIN' DONUTS",10003,"Donuts",7,32,32,580,8,3,"MANHATTAN","215","1 AVENUE",9,"A","08/08/2018",3,"DUNKIN DONUTS","215 1 AVENUE MANHATTAN",-73.9834234,40.7306513
41508226,"DUNKIN' DONUTS",10001,"Donuts",6,21,21,423,7,2.77777777777778,"MANHATTAN","243","9 AVENUE",12,"A","11/27/2018",3,"DUNKIN DONUTS","243 9 AVENUE MANHATTAN",-74.0006523,40.7477648
41511329,"DUNKIN' DONUTS",11234,"Donuts",2,7,6,48,5,3,"BROOKLYN","6000","SHORE PARKWAY",5,"A","02/06/2019",3,"DUNKIN DONUTS","6000 SHORE PARKWAY BROOKLYN",-73.9082065,40.592452
41512259,"DUNKIN' DONUTS",11355,"Caf̩/Coffee/Tea",2,12,12,104,7,3,"QUEENS","4159","KISSENA BOULEVARD",6,"A","06/05/2018",3,"DUNKIN DONUTS","4159 KISSENA BOULEVARD QUEENS",-73.8271484,40.7575491
41524468,"STARBUCKS",10029,"Caf̩/Coffee/Tea",0,4,4,22,3,3,"MANHATTAN","1491","LEXINGTON AVENUE",8,"A","04/18/2019",3,"STARBUCKS","1491 LEXINGTON AVENUE MANHATTAN",-73.9506085,40.7860461
41524723,"DUNKIN' DONUTS",11354,"Donuts",1,8,8,82,5,3,"QUEENS","13541","ROOSEVELT AVENUE",12,"A","03/26/2019",3,"DUNKIN DONUTS","13541 ROOSEVELT AVENUE QUEENS",-73.8306632,40.759542
41524736,"DUNKIN' DONUTS",11423,"Donuts",3,9,9,60,5,3,"QUEENS","20209","HILLSIDE AVENUE",7,"A","12/13/2018",3,"DUNKIN DONUTS","20209 HILLSIDE AVENUE QUEENS",-73.7621043,40.7201753
41525152,"DUNKIN' DONUTS, BASKIN ROBBINS",11432,"Donuts",2,9,9,66,5,3,"QUEENS","17915","HILLSIDE AVENUE",6,"A","03/11/2019",3,"DUNKIN DONUTS","17915 HILLSIDE AVENUE QUEENS",-73.7843127,40.7127945
41529929,"DUNKIN' DONUTS",11229,"Donuts",2,8,8,59,5,3,"BROOKLYN","2302","KNAPP STREET",2,"A","10/30/2018",3,"DUNKIN DONUTS","2302 KNAPP STREET BROOKLYN",-73.9336715,40.5965639
41533970,"DUNKIN' DONUTS",10458,"American",7,21,21,440,6,2.6,"BRONX","2370","GRAND CONCOURSE ROAD",26,"B","03/18/2019",2,"DUNKIN DONUTS","2370 GRAND CONCOURSE ROAD BRONX",-73.8984804,40.859165
41539151,"DUNKIN' DONUTS",11234,"Jewish/Kosher",0,5,5,51,3,3,"BROOKLYN","2317","RALPH AVENUE",5,"A","03/08/2019",3,"DUNKIN DONUTS","2317 RALPH AVENUE BROOKLYN",-73.9171847,40.6214349
41539260,"DUNKIN' DONUTS",10038,"Donuts",0,5,5,35,3,3,"MANHATTAN","64","FULTON STREET",8,"A","05/18/2018",3,"DUNKIN DONUTS","64 FULTON STREET MANHATTAN",-74.0053613,40.7087319
41540508,"DUNKIN' DONUTS",10471,"American",2,8,8,143,4,3,"BRONX","70","MAJOR DEEGAN EXPRESSWAY",6,"A","02/21/2018",3,"DUNKIN DONUTS","70 MAJOR DEEGAN EXPRESSWAY BRONX",-73.8814393,40.8950775
41540512,"DUNKIN' DONUTS",10471,"American",4,12,11,112,5,2.6,"BRONX","71","MAJOR DEEGAN EXPRESSWAY",2,"A","11/02/2018",3,"DUNKIN DONUTS","71 MAJOR DEEGAN EXPRESSWAY BRONX",-73.8825221,40.8949154
41548052,"DUNKIN' DONUTS",11370,"Donuts",5,13,13,131,6,3,"QUEENS","8304","ASTORIA BOULEVARD",12,"A","06/05/2018",3,"DUNKIN DONUTS","8304 ASTORIA BOULEVARD QUEENS",-73.8858553,40.764397
41549281,"DUNKIN' DONUTS",10001,"Donuts",4,17,17,247,6,2.57142857142857,"MANHATTAN","316","WEST   34 STREET",6,"A","05/15/2018",3,"DUNKIN DONUTS","316 WEST   34 STREET MANHATTAN",-73.9947322,40.7524823
41553360,"DUNKIN' DONUTS",10029,"Donuts",0,5,5,30,3,3,"MANHATTAN","1873","2 AVENUE",2,"A","09/25/2018",3,"DUNKIN DONUTS","1873 2 AVENUE MANHATTAN",-73.9470725,40.7847716
41555860,"DUNKIN' DONUTS",11106,"Donuts",0,6,6,43,3,3,"QUEENS","3401","BROADWAY",7,"A","04/17/2019",3,"DUNKIN DONUTS","3401 BROADWAY QUEENS",-73.9227909,40.760923
41557786,"DUNKIN' DONUTS",10306,"Donuts",0,9,9,80,3,3,"STATEN ISLAND","1781","RICHMOND ROAD",12,"A","10/17/2018",3,"DUNKIN DONUTS","1781 RICHMOND ROAD STATEN ISLAND",-74.1042899,40.5870549
41559805,"DUNKIN' DONUTS",11208,"Donuts",3,12,12,134,6,3,"BROOKLYN","640","SOUTH CONDUIT BOULEVARD",13,"A","11/09/2018",3,"DUNKIN DONUTS","640 SOUTH CONDUIT BOULEVARD BROOKLYN",-73.8658357,40.6753537
41559843,"DUNKIN' DONUTS/Baskin Robbins",11354,"Donuts",0,7,6,50,4,3,"QUEENS","14625","NORTHERN BOULEVARD",0,"A","05/16/2018",3,"DUNKIN DONUTS","14625 NORTHERN BOULEVARD QUEENS",-73.8198049,40.7654079
41559846,"DUNKIN' DONUTS",11379,"Caf̩/Coffee/Tea",6,16,16,242,6,2.4,"QUEENS","6122","FRESH POND ROAD",2,"A","06/12/2018",3,"DUNKIN DONUTS","6122 FRESH POND ROAD QUEENS",-73.9015975,40.7137377
41562672,"DUNKIN' DONUTS, BASKIN ROBBINS",11432,"Donuts",8,24,24,470,9,3,"QUEENS","16804","JAMAICA AVENUE",13,"A","08/06/2018",3,"DUNKIN DONUTS","16804 JAMAICA AVENUE QUEENS",-73.7922721,40.7062936
41562680,"DUNKIN' DONUTS",11433,"American",4,14,14,159,6,3,"QUEENS","16525","LIBERTY AVENUE",12,"A","08/08/2018",3,"DUNKIN DONUTS","16525 LIBERTY AVENUE QUEENS",-73.7915656,40.702529
41562690,"DUNKIN' DONUTS, BASKIN ROBBINS",11423,"Donuts",3,18,18,278,5,3,"QUEENS","18711","JAMAICA AVENUE",13,"A","04/17/2019",3,"DUNKIN DONUTS","18711 JAMAICA AVENUE QUEENS",-73.7721244,40.7105415
41566073,"DUNKIN' DONUTS, BASKIN ROBBINS",10016,"Donuts",0,11,11,97,4,3,"MANHATTAN","51","EAST   34 STREET",12,"A","05/10/2018",3,"DUNKIN DONUTS","51 EAST   34 STREET MANHATTAN",-73.98202,40.7476468
41567009,"STARBUCKS",11106,"Caf̩/Coffee/Tea",0,7,7,55,4,3,"QUEENS","3101","BROADWAY",10,"A","05/09/2018",3,"STARBUCKS","3101 BROADWAY QUEENS",-73.9250288,40.7620745
41573619,"DUNKIN' DONUTS",11229,"American",0,10,10,107,4,3,"BROOKLYN","2501","AVENUE U",6,"A","09/20/2018",3,"DUNKIN DONUTS","2501 AVENUE U BROOKLYN",-73.9464911,40.6000896
41579661,"DUNKIN' DONUTS",10465,"Donuts",0,8,8,81,4,3,"BRONX","3421","EAST TREMONT AVENUE",10,"A","07/30/2018",3,"DUNKIN DONUTS","3421 EAST TREMONT AVENUE BRONX",-73.8279221,40.832952
41588301,"STARBUCKS",10463,"Caf̩/Coffee/Tea",0,4,4,31,3,3,"BRONX","50","WEST  225 STREET",4,"A","10/09/2018",3,"STARBUCKS","50 WEST  225 STREET BRONX",-73.9079335,40.8732286
41591310,"STARBUCKS",11420,"Pizza",0,2,2,4,2,3,"QUEENS","11000","ROCKAWAY BOULEVARD",2,"A","05/16/2018",3,"STARBUCKS","11000 ROCKAWAY BOULEVARD QUEENS",-73.833452,40.6716795
41596558,"DUNKIN' DONUTS",11226,"Donuts",0,7,7,75,3,3,"BROOKLYN","1506","CORTELYOU ROAD",13,"A","05/08/2018",3,"DUNKIN DONUTS","1506 CORTELYOU ROAD BROOKLYN",-73.9641636,40.6411166
41600154,"STARBUCKS COFFEE",10011,"Caf̩/Coffee/Tea",0,5,5,40,3,3,"MANHATTAN","122","GREENWICH AVENUE",2,"A","02/13/2019",3,"STARBUCKS","122 GREENWICH AVENUE MANHATTAN",-74.0024462,40.7391928
41600160,"STARBUCKS",,"Caf̩/Coffee/Tea",3,11,11,129,5,3,"MANHATTAN","11011109","AVENUE OF THE AMERICAS",12,"A","04/08/2019",3,"STARBUCKS","11011109 AVENUE OF THE AMERICAS MANHATTAN",-73.9927978,40.742903
41608825,"STARBUCKS",10021,"Caf̩/Coffee/Tea",0,7,7,64,3,3,"MANHATTAN","345","EAST   69 STREET",5,"A","11/28/2018",3,"STARBUCKS","345 EAST   69 STREET MANHATTAN",-73.957714,40.7661653
41608874,"DUNKIN' DONUTS",10314,"American",5,16,16,329,6,2.54545454545455,"STATEN ISLAND","764","MANOR ROAD",9,"A","07/26/2018",3,"DUNKIN DONUTS","764 MANOR ROAD STATEN ISLAND",-74.1218242,40.6086664
41609622,"DUNKIN' DONUTS",11222,"Caf̩/Coffee/Tea",1,9,9,197,4,3,"BROOKLYN","356","MCGUINNESS BOULEVARD",2,"A","01/02/2019",3,"DUNKIN DONUTS","356 MCGUINNESS BOULEVARD BROOKLYN",-73.952148,40.7348338
41610874,"DUNKIN' DONUTS",10469,"Caf̩/Coffee/Tea",3,12,12,117,7,2.75,"BRONX","3080","BOSTON ROAD",12,"A","01/25/2019",3,"DUNKIN DONUTS","3080 BOSTON ROAD BRONX",-73.8559884,40.8707635
41611135,"DUNKIN' DONUTS/BASKIN ROBBINS",10011,"Donuts",2,14,14,159,5,3,"MANHATTAN","406","AVENUE OF THE AMERICAS",12,"A","08/28/2018",3,"DUNKIN DONUTS","406 AVENUE OF THE AMERICAS MANHATTAN",-73.9991937,40.7337183
41611217,"DUNKIN' DONUTS, BASKIN ROBBINS",10461,"Caf̩/Coffee/Tea",2,8,8,65,5,3,"BRONX","2702","EAST TREMONT AVENUE",7,"A","03/22/2019",3,"DUNKIN DONUTS","2702 EAST TREMONT AVENUE BRONX",-73.845878,40.8424507
41611253,"DUNKIN' DONUTS",10469,"Donuts",0,6,6,56,3,3,"BRONX","950","ALLERTON AVENUE",5,"A","11/01/2018",3,"DUNKIN DONUTS","950 ALLERTON AVENUE BRONX",-73.8590224,40.8651374
41611854,"DUNKIN' DONUTS",11432,"Donuts",0,4,4,37,3,3,"QUEENS","8000","UTOPIA PARKWAY",10,"A","09/06/2018",3,"DUNKIN DONUTS","8000 UTOPIA PARKWAY QUEENS",-73.7946869,40.721591
41612549,"DUNKIN' DONUTS",10461,"Donuts",3,16,16,333,5,3,"BRONX","1752","CROSBY AVENUE",12,"A","12/03/2018",3,"DUNKIN DONUTS","1752 CROSBY AVENUE BRONX",-73.8315796,40.8464034
41612554,"DUNKIN' DONUTS",10465,"Caf̩/Coffee/Tea",3,13,13,230,4,3,"BRONX","3732","EAST TREMONT AVENUE",12,"A","03/26/2019",3,"DUNKIN DONUTS","3732 EAST TREMONT AVENUE BRONX",-73.8221714,40.8263617
41615946,"DUNKIN' DONUTS",10458,"Donuts",6,19,19,218,8,3,"BRONX","601","EAST FORDHAM ROAD",5,"A","09/25/2018",3,"DUNKIN DONUTS","601 EAST FORDHAM ROAD BRONX",-73.884888,40.858599
41616408,"STARBUCKS",10013,"Caf̩/Coffee/Tea",0,6,6,60,3,3,"MANHATTAN","180","WEST BROADWAY",13,"A","07/10/2018",3,"STARBUCKS","180 WEST BROADWAY MANHATTAN",-74.0073813,40.7182107
41616953,"DUNKIN' DONUTS",11375,"American",0,6,6,50,3,3,"QUEENS","10721","71 AVENUE",12,"A","05/08/2018",3,"DUNKIN DONUTS","10721 71 AVENUE QUEENS",-73.8446437,40.7208409
41617279,"DUNKIN' DONUTS",10461,"Donuts",4,14,14,207,6,3,"BRONX","2973","EAST TREMONT AVENUE",5,"A","08/23/2018",3,"DUNKIN DONUTS","2973 EAST TREMONT AVENUE BRONX",-73.8393103,40.8411087
41617345,"DUNKIN' DONUTS",10461,"Donuts",3,14,14,208,6,3,"BRONX","2400","WESTCHESTER AVENUE",8,"A","04/19/2019",3,"DUNKIN DONUTS","2400 WESTCHESTER AVENUE BRONX",-73.8462023,40.8367037
41617347,"DUNKIN' DONUTS",10461,"Donuts",0,5,5,45,3,3,"BRONX","1090","MORRIS PARK AVE",11,"A","07/18/2018",3,"DUNKIN DONUTS","1090 MORRIS PARK AVE BRONX",-73.8530543,40.8493194
41617354,"DUNKIN' DONUTS, BASKIN ROBBINS",10473,"Donuts",3,13,13,166,5,3,"BRONX","1650","BRUCKNER BOULEVARD",13,"A","01/03/2019",3,"DUNKIN DONUTS","1650 BRUCKNER BOULEVARD BRONX",-73.873469,40.8232889
41617359,"DUNKIN' DONUTS",10462,"Donuts",2,15,15,211,5,3,"BRONX","1374","METROPOLITAN AVENUE",12,"A","09/27/2018",3,"DUNKIN DONUTS","1374 METROPOLITAN AVENUE BRONX",-73.8591129,40.837491
41617377,"STARBUCKS",10036,"Caf̩/Coffee/Tea",4,21,21,259,7,3,"MANHATTAN","1585","BROADWAY",9,"A","08/20/2018",3,"STARBUCKS","1585 BROADWAY MANHATTAN",-73.9855324,40.7600547
41617387,"DUNKIN' DONUTS",10467,"Donuts",3,15,14,227,6,2.7,"BRONX","701","ALLERTON AVENUE",12,"A","04/16/2019",3,"DUNKIN DONUTS","701 ALLERTON AVENUE BRONX",-73.8671435,40.8656634
41617392,"DUNKIN' DONUTS",10467,"Donuts",2,13,13,385,4,3,"BRONX","763","EAST GUNHILL ROAD",13,"A","02/19/2019",3,"DUNKIN DONUTS","763 EAST GUNHILL ROAD BRONX",-73.8631554,40.8766793
41617404,"DUNKIN' DONUTS",10467,"Caf̩/Coffee/Tea",0,7,7,96,3,3,"BRONX","2515","BOSTON ROAD",10,"A","04/10/2018",3,"DUNKIN DONUTS","2515 BOSTON ROAD BRONX",-73.8651783,40.8637897
41617534,"DUNKIN' DONUTS",11228,"American",0,8,8,75,4,3,"BROOKLYN","1510","86 STREET",2,"A","10/24/2018",3,"DUNKIN DONUTS","1510 86 STREET BROOKLYN",-74.009422,40.6110389
41617538,"DUNKIN' DONUTS",11236,"Donuts",0,3,3,7,3,3,"BROOKLYN","8925","AVENUE D",2,"A","10/16/2018",3,"DUNKIN DONUTS","8925 AVENUE D BROOKLYN",-73.9137994,40.6467984
41618388,"DUNKIN' DONUTS, BASKIN ROBBINS",11101,"Donuts",0,4,4,24,3,3,"QUEENS","4902","VERNON BOULEVARD",3,"A","03/01/2019",3,"DUNKIN DONUTS","4902 VERNON BOULEVARD QUEENS",-73.9540688,40.7433223
41618756,"STARBUCKS",10027,"Caf̩/Coffee/Tea",0,8,8,25,3,3,"MANHATTAN","525","WEST  120 STREET",3,"A","08/30/2018",3,"STARBUCKS","525 WEST  120 STREET MANHATTAN",-73.9606229,40.8101745
41623363,"DUNKIN' DONUTS",10022,"American",6,18,17,262,7,3,"MANHATTAN","1093","2 AVENUE",7,"A","06/22/2018",3,"DUNKIN DONUTS","1093 2 AVENUE MANHATTAN",-73.9652513,40.7597882
41625961,"DUNKIN' DONUTS",10002,"American",2,8,8,65,5,3,"MANHATTAN","149","CANAL STREET",3,"A","10/12/2018",3,"DUNKIN DONUTS","149 CANAL STREET MANHATTAN",-73.9954743,40.7164326
41627202,"DUNKIN' DONUTS",11226,"Caf̩/Coffee/Tea",5,18,18,273,6,2.7,"BROOKLYN","1700","CHURCH AVENUE",12,"A","04/04/2018",3,"DUNKIN DONUTS","1700 CHURCH AVENUE BROOKLYN",-73.9637993,40.6489209
41629670,"DUNKIN' DONUTS",11430,"Caf̩/Coffee/Tea",0,5,5,46,3,3,"QUEENS",,"JFK INTERNATIONAL AIRPORT",2,"A","11/14/2018",3,"DUNKIN DONUTS","NA JFK INTERNATIONAL AIRPORT QUEENS",-73.7781391,40.6413111
41629672,"DUNKIN' DONUTS",11430,"Donuts",0,7,7,54,4,3,"QUEENS",,"JFK INTERNATIONAL AIRPORT",2,"A","05/31/2018",3,"DUNKIN DONUTS","NA JFK INTERNATIONAL AIRPORT QUEENS",-73.7781391,40.6413111
41629686,"DUNKIN' DONUTS",11430,"Donuts",1,11,11,96,5,3,"QUEENS","0","JFK INTERNATIONAL AIRPORT",9,"A","11/14/2018",3,"DUNKIN DONUTS","0 JFK INTERNATIONAL AIRPORT QUEENS",-73.7781391,40.6413111
41629692,"DUNKIN' DONUTS",11430,"Donuts",3,10,10,189,5,2.5,"QUEENS",,"JFK INTERNATIONAL AIRPORT",2,"A","03/07/2019",3,"DUNKIN DONUTS","NA JFK INTERNATIONAL AIRPORT QUEENS",-73.7781391,40.6413111
41630060,"DUNKIN' DONUTS, BASKIN ROBBINS",10462,"Caf̩/Coffee/Tea",0,9,9,105,3,3,"BRONX","2172","WESTCHESTER AVENUE",13,"A","10/15/2018",3,"DUNKIN DONUTS","2172 WESTCHESTER AVENUE BRONX",-73.8517984,40.8339096
41630064,"DUNKIN' DONUTS, BASKIN ROBBINS",11432,"Donuts",0,6,6,48,3,3,"QUEENS","8347","PARSONS BOULEVARD",7,"A","10/16/2018",3,"DUNKIN DONUTS","8347 PARSONS BOULEVARD QUEENS",-73.8070988,40.7144493
41630095,"DUNKIN' DONUTS",11368,"Donuts",2,13,13,195,6,3,"QUEENS","10227","ROOSEVELT AVENUE",10,"A","03/18/2019",3,"DUNKIN DONUTS","10227 ROOSEVELT AVENUE QUEENS",-73.8629455,40.7499922
41630103,"DUNKIN' DONUTS, BASKIN ROBBINS",11206,"Caf̩/Coffee/Tea",2,9,9,97,5,3,"BROOKLYN","13","GRAHAM AVENUE",3,"A","07/12/2018",3,"DUNKIN DONUTS","13 GRAHAM AVENUE BROOKLYN",-73.9424354,40.7015235
41630124,"DUNKIN' DONUTS, BASKIN ROBBINS",11361,"Caf̩/Coffee/Tea",3,15,15,400,5,3,"QUEENS","4008","BELL BOULEVARD",8,"A","10/25/2018",3,"DUNKIN DONUTS","4008 BELL BOULEVARD QUEENS",-73.7714694,40.7639469
41630793,"DUNKIN' DONUTS",11101,"Donuts",3,9,9,86,5,3,"QUEENS","2519","QUEENS PLAZA NORTH",2,"A","10/02/2018",3,"DUNKIN DONUTS","2519 QUEENS PLAZA NORTH QUEENS",-73.9396776,40.7508442
41631435,"STARBUCKS",11234,"Caf̩/Coffee/Tea",5,16,16,289,7,3,"BROOKLYN","5400","AVENUE U",12,"A","02/26/2019",3,"STARBUCKS","5400 AVENUE U BROOKLYN",-73.9195668,40.6107822
41633990,"DUNKIN' DONUTS",11215,"Donuts",0,6,6,46,3,3,"BROOKLYN","306","7 AVENUE",10,"A","05/15/2018",3,"DUNKIN DONUTS","306 7 AVENUE BROOKLYN",-73.9810884,40.6678416
41636588,"DUNKIN' DONUTS",10467,"Caf̩/Coffee/Tea",2,9,9,83,5,3,"BRONX","47","EAST GUNHILL ROAD",12,"A","04/17/2019",3,"DUNKIN DONUTS","47 EAST GUNHILL ROAD BRONX",-73.8800482,40.8824733
41637595,"DUNKIN' DONUTS, BASKIN ROBBINS",10457,"Donuts",6,22,22,263,8,3,"BRONX","4115","3 AVENUE",9,"A","03/08/2019",3,"DUNKIN DONUTS","4115 3 AVENUE BRONX",-73.8977452,40.8444312
41638043,"DUNKIN' DONUTS, BASKIN ROBBINS",10453,"American",0,6,6,60,3,3,"BRONX","1735","JEROME AVE",10,"A","11/20/2018",3,"DUNKIN DONUTS","1735 JEROME AVE BRONX",-73.9126724,40.8476892
41638061,"DUNKIN' DONUTS",10033,"Donuts",0,6,6,31,3,3,"MANHATTAN","1416","ST NICHOLAS AVENUE",7,"A","05/08/2018",3,"DUNKIN DONUTS","1416 ST NICHOLAS AVENUE MANHATTAN",-73.9335425,40.8489923
41638069,"DUNKIN' DONUTS",10040,"Donuts",0,6,6,51,3,3,"MANHATTAN","1599","ST NICHOLAS AVENUE",11,"A","02/21/2019",3,"DUNKIN DONUTS","1599 ST NICHOLAS AVENUE MANHATTAN",-73.9299237,40.8548953
41638082,"DUNKIN' DONUTS, BASKIN ROBBINS",10461,"Donuts",0,7,7,69,3,3,"BRONX","3685","BRUCKNER BOULEVARD",13,"A","08/06/2018",3,"DUNKIN DONUTS","3685 BRUCKNER BOULEVARD BRONX",-73.8274664,40.852536
41638086,"DUNKIN' DONUTS, BASKIN ROBBINS",10468,"Donuts",3,15,15,199,5,2.66666666666667,"BRONX","2","EAST KINGSBRIDGE ROAD",8,"A","10/16/2018",3,"DUNKIN DONUTS","2 EAST KINGSBRIDGE ROAD BRONX",-73.8972605,40.867298
41638429,"STARBUCKS",10018,"Caf̩/Coffee/Tea",2,10,10,94,5,3,"MANHATTAN","977","AVENUE OF THE AMERICAS",10,"A","04/04/2019",3,"STARBUCKS","977 AVENUE OF THE AMERICAS MANHATTAN",-73.9871626,40.7510658
41638655,"DUNKIN' DONUTS, BASKIN ROBBINS",10034,"American",3,12,12,125,6,3,"MANHATTAN","4942","BROADWAY",7,"A","05/04/2018",3,"DUNKIN DONUTS","4942 BROADWAY MANHATTAN",-73.9208487,40.8676792
41642422,"STARBUCKS",10003,"Caf̩/Coffee/Tea",0,7,7,24,3,3,"MANHATTAN","491/2","1 AVENUE",4,"A","05/07/2018",3,"STARBUCKS","491/2 1 AVENUE MANHATTAN",-73.9760728,40.7406061
41642874,"STARBUCKS",10001,"Caf̩/Coffee/Tea",0,4,4,23,3,3,"MANHATTAN","1140","BROADWAY",5,"A","04/27/2018",3,"STARBUCKS","1140 BROADWAY MANHATTAN",-73.9887462,40.7439141
41643866,"DUNKIN' DONUTS",11373,"Donuts",0,6,6,55,3,3,"QUEENS","8801","QUEENS BOULEVARD",3,"A","02/12/2019",3,"DUNKIN DONUTS","8801 QUEENS BOULEVARD QUEENS",-73.8744498,40.7357181
41643867,"DUNKIN' DONUTS",11373,"Donuts",0,6,6,43,3,3,"QUEENS","9123","QUEENS BOULEVARD",2,"A","03/27/2019",3,"DUNKIN DONUTS","9123 QUEENS BOULEVARD QUEENS",-73.9381307,40.749535
41643870,"DUNKIN' DONUTS, BASKIN ROBBINS",11374,"Donuts",0,10,10,99,4,3,"QUEENS","9556","QUEENS BOULEVARD",9,"A","05/02/2018",3,"DUNKIN DONUTS","9556 QUEENS BOULEVARD QUEENS",-73.8629543,40.7300177
41647695,"DUNKIN' DONUTS",11356,"Donuts",0,6,6,49,3,3,"QUEENS","1834","COLLEGE PT BLVD",9,"A","05/14/2018",3,"DUNKIN DONUTS","1834 COLLEGE PT BLVD QUEENS",-73.8460645,40.7821493
41648313,"DUNKIN' DONUTS",10021,"American",3,15,15,185,5,2.625,"MANHATTAN","411","EAST   70 STREET",2,"A","08/02/2018",3,"DUNKIN DONUTS","411 EAST   70 STREET MANHATTAN",-73.955914,40.7662842
41649356,"DUNKIN' DONUTS, HUDSON NEWS",10121,"American",0,7,7,54,4,3,"MANHATTAN","2","PENNSYLVANIA PLAZA",4,"A","05/03/2018",3,"DUNKIN DONUTS","2 PENNSYLVANIA PLAZA MANHATTAN",-73.9924608,40.7497241
41649359,"DUNKIN' DONUTS",10121,"Caf̩/Coffee/Tea",4,15,15,180,7,3,"MANHATTAN","2","PENNSYLVANIA PLAZA",10,"A","08/06/2018",3,"DUNKIN DONUTS","2 PENNSYLVANIA PLAZA MANHATTAN",-73.9924608,40.7497241
