"CAMIS","DBA","ZIPCODE","CUISINE DESCRIPTION","reinspections","checks","violations","score","inspections","average_grade","BORO","BUILDING","STREET","SCORE","GRADE","GRADE DATE","GRADENUM","NAME","ADDRESS","lon","lat"
41150437,"DUNKIN' DONUTS",11234,"Donuts",0,8,8,82,3,3,"BROOKLYN","2344","FLATBUSH AVENUE",5,"A","08/27/2018",3,"DUNKIN DONUTS","2344 FLATBUSH AVENUE BROOKLYN",-73.9263517,40.6127874
41154571,"DUNKIN' DONUTS",11101,"Donuts",2,8,8,99,4,3,"QUEENS","3500","48 STREET",7,"A","03/08/2019",3,"DUNKIN DONUTS","3500 48 STREET QUEENS",-73.9162371,40.752373
41162683,"DUNKIN' DONUTS",11212,"Donuts",9,24,24,443,9,2.81818181818182,"BROOKLYN","1427","LINDEN BOULEVARD",7,"A","06/11/2018",3,"DUNKIN DONUTS","1427 LINDEN BOULEVARD BROOKLYN",-73.9073249,40.655135
41167764,"DUNKIN' DONUTS",11211,"Donuts",3,15,14,190,5,3,"BROOKLYN","352","GRAHAM AVENUE",13,"A","05/10/2018",3,"DUNKIN DONUTS","352 GRAHAM AVENUE BROOKLYN",-73.9442262,40.7147922
41168748,"DUNKIN' DONUTS",10474,"Donuts",2,9,9,91,5,3,"BRONX","880","GARRISON AVENUE",9,"A","04/12/2019",3,"DUNKIN DONUTS","880 GARRISON AVENUE BRONX",-73.8922764,40.8165886
41168952,"STARBUCKS",10005,"Caf̩/Coffee/Tea",1,7,7,48,5,3,"MANHATTAN","110","PEARL STREET",3,"A","01/17/2019",3,"STARBUCKS","110 PEARL STREET MANHATTAN",-74.009089,40.7046053
41168959,"STARBUCKS",10022,"Caf̩/Coffee/Tea",0,4,4,29,3,3,"MANHATTAN","731","LEXINGTON AVENUE",11,"A","11/13/2018",3,"STARBUCKS","731 LEXINGTON AVENUE MANHATTAN",-73.9680045,40.7617491
41168966,"STARBUCKS",10065,"Caf̩/Coffee/Tea",0,7,6,47,4,3,"MANHATTAN","1021","3 AVENUE",4,"A","01/10/2019",3,"STARBUCKS","1021 3 AVENUE MANHATTAN",-73.965745,40.762394
41169770,"DUNKIN' DONUTS/BASKIN ROBBINS",11210,"Donuts",0,7,7,188,3,3,"BROOKLYN","2926","AVENUE I",5,"A","02/15/2018",3,"DUNKIN DONUTS","2926 AVENUE I BROOKLYN",-73.947464,40.628901
41170638,"DUNKIN' DONUTS",11207,"Donuts",11,32,32,707,12,2.8,"BROOKLYN","11010","FLATLANDS AVENUE",12,"A","06/06/2018",3,"DUNKIN DONUTS","11010 FLATLANDS AVENUE BROOKLYN",-73.8895337,40.649551
41174270,"DUNKIN' DONUTS",11418,"Donuts",6,16,16,163,7,3,"QUEENS","11602","METROPOLITAN AVENUE",10,"A","08/07/2018",3,"DUNKIN DONUTS","11602 METROPOLITAN AVENUE QUEENS",-73.8360481,40.7072524
41174286,"DUNKIN' DONUTS",11415,"Donuts",3,12,12,145,5,3,"QUEENS","12074","QUEENS BOULEVARD",5,"A","03/13/2019",3,"DUNKIN DONUTS","12074 QUEENS BOULEVARD QUEENS",-73.8283574,40.7129172
41174287,"DUNKIN' DONUTS",11365,"Donuts",4,16,16,250,6,3,"QUEENS","6120","FRESH MEADOW LANE",11,"A","01/22/2019",3,"DUNKIN DONUTS","6120 FRESH MEADOW LANE QUEENS",-73.7959775,40.7375111
41175258,"DUNKIN' DONUTS, BASKIN ROBBINS",11364,"Donuts",2,14,14,197,5,3,"QUEENS","6158","SPRINGFIELD BOULEVARD",7,"A","07/25/2018",3,"DUNKIN DONUTS","6158 SPRINGFIELD BOULEVARD QUEENS",-73.7562502,40.7474286
41175260,"DUNKIN' DONUTS, BASKIN ROBBINS",11366,"Donuts",7,22,21,348,7,2.66666666666667,"QUEENS","16822","UNION TURNPIKE",12,"A","01/16/2019",3,"DUNKIN DONUTS","16822 UNION TURNPIKE QUEENS",-73.7994243,40.7229573
41175261,"DUNKIN' DONUTS",11004,"Donuts",0,9,9,102,3,3,"QUEENS","25609","UNION TURNPIKE",9,"A","12/13/2018",3,"DUNKIN DONUTS","25609 UNION TURNPIKE QUEENS",-73.7150307,40.7457527
41175262,"DUNKIN' DONUTS, BASKIN ROBBINS",11358,"Donuts",8,18,18,407,6,1.76923076923077,"QUEENS","3549","FRANCIS LEWIS BOULEVARD",8,"A","02/27/2019",3,"DUNKIN DONUTS","3549 FRANCIS LEWIS BOULEVARD QUEENS",-73.7868794,40.7636386
41175816,"DUNKIN' DONUTS",11427,"Donuts",2,14,14,248,5,3,"QUEENS","21911","HILLSIDE AVENUE",7,"A","04/11/2018",3,"DUNKIN DONUTS","21911 HILLSIDE AVENUE QUEENS",-73.7453797,40.7298487
41175823,"DUNKIN' DONUTS",11428,"Donuts",6,19,18,235,6,2.58333333333333,"QUEENS","21816","JAMAICA AVENUE",3,"A","04/01/2019",3,"DUNKIN DONUTS","21816 JAMAICA AVENUE QUEENS",-73.7366583,40.7178202
41176428,"DUNKIN' DONUTS",11357,"Donuts",0,4,4,18,3,3,"QUEENS","1029","CLINTONVILLE STREET",2,"A","05/21/2018",3,"DUNKIN DONUTS","1029 CLINTONVILLE STREET QUEENS",-73.8124869,40.7921668
41176558,"DUNKIN' DONUTS, PIZZA HUT, TACO EXPRESS",10462,"American",11,23,23,331,8,2.6875,"BRONX","2148","WHITE PLAINS ROAD",10,"A","01/15/2019",3,"DUNKIN DONUTS","2148 WHITE PLAINS ROAD BRONX",-73.867382,40.8547972
41180283,"STARBUCKS",10022,"Caf̩/Coffee/Tea",0,7,7,69,4,3,"MANHATTAN","655","LEXINGTON AVENUE",13,"A","10/23/2018",3,"STARBUCKS","655 LEXINGTON AVENUE MANHATTAN",-73.9699941,40.7594634
41180292,"STARBUCKS",10044,"Caf̩/Coffee/Tea",0,3,3,10,3,3,"MANHATTAN","455","MAIN STREET",2,"A","03/22/2019",3,"STARBUCKS","455 MAIN STREET MANHATTAN",-73.9526052,40.7592235
41181395,"DUNKIN' DONUTS",11223,"Donuts",0,7,7,59,3,3,"BROOKLYN","934","KINGS HIGHWAY",9,"A","05/08/2018",3,"DUNKIN DONUTS","934 KINGS HIGHWAY BROOKLYN",-73.9627438,40.6068646
41182565,"DUNKIN' DONUTS",10314,"Donuts",3,10,10,126,5,2.625,"STATEN ISLAND","2341","RICHMOND AVENUE",8,"A","07/26/2018",3,"DUNKIN DONUTS","2341 RICHMOND AVENUE STATEN ISLAND",-74.1645272,40.5908495
41192508,"DUNKIN' DONUTS, BASKINS ROBBINS",10040,"Donuts",7,19,19,255,7,3,"MANHATTAN","130","DYCKMAN STREET",7,"A","03/08/2019",3,"DUNKIN DONUTS","130 DYCKMAN STREET MANHATTAN",-73.9256165,40.8624868
41196536,"STARBUCKS",11224,"Caf̩/Coffee/Tea",1,5,5,28,4,3,"BROOKLYN","3035","CROPSEY AVENUE",2,"A","03/01/2019",3,"STARBUCKS","3035 CROPSEY AVENUE BROOKLYN",-73.9847476,40.5818022
41196542,"STARBUCKS COFFEE",10016,"Caf̩/Coffee/Tea",1,11,11,178,5,3,"MANHATTAN","373","5 AVENUE",13,"A","09/17/2018",3,"STARBUCKS","373 5 AVENUE MANHATTAN",-73.9836723,40.7490789
41202725,"DUNKIN' DONUTS",11372,"Donuts",4,12,12,119,6,3,"QUEENS","7520","37 AVENUE",4,"A","03/14/2019",3,"DUNKIN DONUTS","7520 37 AVENUE QUEENS",-73.890285,40.748907
41203328,"DUNKIN' DONUTS",11357,"Donuts",5,14,14,132,6,3,"QUEENS","1423","150 STREET",5,"A","12/06/2018",3,"DUNKIN DONUTS","1423 150 STREET QUEENS",-73.8133291,40.788226
41205254,"DUNKIN' DONUTS, BASKIN ROBBINS",10456,"Donuts",6,19,19,306,6,2.6,"BRONX","1167","WEBSTER AVENUE",12,"A","08/08/2018",3,"DUNKIN DONUTS","1167 WEBSTER AVENUE BRONX",-73.910745,40.8310612
41206985,"DUNKIN' DONUTS",10314,"Donuts",3,9,9,123,6,3,"STATEN ISLAND","2795","RICHMOND AVENUE",7,"A","10/24/2018",3,"DUNKIN DONUTS","2795 RICHMOND AVENUE STATEN ISLAND",-74.1665852,40.5770609
41208011,"DUNKIN' DONUTS, BASKIN ROBBINS",11364,"Donuts",5,19,19,322,5,2.58333333333333,"QUEENS","21522","73 AVENUE",13,"A","08/02/2018",3,"DUNKIN DONUTS","21522 73 AVENUE QUEENS",-73.7584685,40.7405591
41208219,"DUNKIN' DONUTS",10314,"Donuts",0,4,4,30,3,3,"STATEN ISLAND","995","MANOR ROAD",2,"A","05/21/2018",3,"DUNKIN DONUTS","995 MANOR ROAD STATEN ISLAND",-74.1202109,40.6020701
41208221,"DUNKIN' DONUTS",10306,"Donuts",1,15,15,228,5,3,"STATEN ISLAND","2704","HYLAN BOULEVARD",7,"A","03/07/2019",3,"DUNKIN DONUTS","2704 HYLAN BOULEVARD STATEN ISLAND",-74.1126865,40.5656192
41209902,"STARBUCKS",10010,"Caf̩/Coffee/Tea",4,20,20,401,8,3,"MANHATTAN","4","WEST   21 STREET",3,"A","04/05/2019",3,"STARBUCKS","4 WEST   21 STREET MANHATTAN",-73.9914049,40.7404258
41210712,"DUNKIN' DONUTS, BASKIN ROBBINS",11222,"Caf̩/Coffee/Tea",4,17,17,233,5,3,"BROOKLYN","643","MANHATTAN AVENUE",6,"A","04/17/2018",3,"DUNKIN DONUTS","643 MANHATTAN AVENUE BROOKLYN",-73.9512066,40.7240571
41216192,"STARBUCKS",10003,"Caf̩/Coffee/Tea",5,25,25,411,8,3,"MANHATTAN","145","2 AVENUE",4,"A","11/02/2018",3,"STARBUCKS","145 2 AVENUE MANHATTAN",-73.9874794,40.7294255
41222453,"DUNKIN' DONUTS",10001,"Donuts",4,11,11,117,6,3,"MANHATTAN","152","WEST   31 STREET",5,"A","05/23/2018",3,"DUNKIN DONUTS","152 WEST   31 STREET MANHATTAN",-73.991648,40.748753
41222773,"DUNKIN' DONUTS, BASKIN ROBBINS",10019,"Donuts",7,21,21,309,8,3,"MANHATTAN","55","WEST   55 STREET",3,"A","12/07/2018",3,"DUNKIN DONUTS","55 WEST   55 STREET MANHATTAN",-73.9769717,40.7627152
41225172,"STARBUCKS",11104,"Caf̩/Coffee/Tea",0,6,6,14,3,3,"QUEENS","4609","QUEENS BOULEVARD",2,"A","02/21/2019",3,"STARBUCKS","4609 QUEENS BOULEVARD QUEENS",-73.9183067,40.743621
41225179,"STARBUCKS",10173,"Caf̩/Coffee/Tea",2,10,10,155,5,3,"MANHATTAN","340","MADISON AVENUE",13,"A","11/09/2018",3,"STARBUCKS","340 MADISON AVENUE MANHATTAN",-73.9787882,40.7538638
41225181,"STARBUCKS",10014,"Caf̩/Coffee/Tea",1,10,10,122,4,3,"MANHATTAN","345","HUDSON STREET",3,"A","03/22/2019",3,"STARBUCKS","345 HUDSON STREET MANHATTAN",-74.0080699,40.7276924
41231500,"STARBUCKS",11385,"Caf̩/Coffee/Tea",2,10,10,131,5,3,"QUEENS","8000","COOPER AVENUE",11,"A","10/26/2018",3,"STARBUCKS","8000 COOPER AVENUE QUEENS",-73.8684157,40.7090866
41231506,"STARBUCKS",11209,"Caf̩/Coffee/Tea",1,9,8,50,5,3,"BROOKLYN","514","86 STREET",3,"A","05/07/2018",3,"STARBUCKS","514 86 STREET BROOKLYN",-74.0260026,40.6210169
41232578,"DUNKIN' DONUTS, BASKIN ROBBINS",10471,"American",0,7,7,75,3,3,"BRONX","508","WEST  259 STREET",12,"A","10/18/2018",3,"DUNKIN DONUTS","508 WEST  259 STREET BRONX",-73.9046371,40.9067054
41235592,"STARBUCKS",10023,"Caf̩/Coffee/Tea",1,9,9,125,5,3,"MANHATTAN","1889","BROADWAY",10,"A","03/06/2019",3,"STARBUCKS","1889 BROADWAY MANHATTAN",-73.9826815,40.7713747
41236257,"DUNKIN' DONUTS",11218,"Donuts",3,14,14,175,5,3,"BROOKLYN","906","CONEY ISLAND AVENUE",10,"A","08/29/2018",3,"DUNKIN DONUTS","906 CONEY ISLAND AVENUE BROOKLYN",-73.9681035,40.6352502
41236258,"DUNKIN' DONUTS",11229,"Donuts",0,6,6,33,3,3,"BROOKLYN","1422","KINGS HIGHWAY",5,"A","05/31/2018",3,"DUNKIN DONUTS","1422 KINGS HIGHWAY BROOKLYN",-73.9584571,40.6085232
41236382,"DUNKIN' DONUTS - BASKIN ROBBINS",11209,"Donuts",0,5,5,40,3,3,"BROOKLYN","9243","4 AVENUE",9,"A","03/20/2019",3,"DUNKIN DONUTS","9243 4 AVENUE BROOKLYN",-74.0302647,40.617176
41236388,"DUNKIN' DONUTS, BASKIN ROBBINS",11210,"Donuts",0,6,6,40,4,3,"BROOKLYN","1922","FLATBUSH AVENUE",11,"A","05/07/2018",3,"DUNKIN DONUTS","1922 FLATBUSH AVENUE BROOKLYN",-73.9375206,40.6226268
41236401,"DUNKIN' DONUTS",11234,"Donuts",0,7,7,37,3,3,"BROOKLYN","6620","AVENUE U",2,"A","07/24/2018",3,"DUNKIN DONUTS","6620 AVENUE U BROOKLYN",-73.9095211,40.6171802
41236405,"DUNKIN' DONUTS",11209,"Donuts",2,13,13,86,5,3,"BROOKLYN","7111","3 AVENUE",2,"A","05/18/2018",3,"DUNKIN DONUTS","7111 3 AVENUE BROOKLYN",-74.0265979,40.633868
41236410,"DUNKIN' DONUTS",11229,"American",0,6,6,46,3,3,"BROOKLYN","1691","EAST   16 STREET",7,"A","08/29/2018",3,"DUNKIN DONUTS","1691 EAST   16 STREET BROOKLYN",-73.9574965,40.6084472
41236413,"DUNKIN' DONUTS",11210,"Donuts",1,9,9,77,5,3,"BROOKLYN","1575","FLATBUSH AVENUE",5,"A","07/26/2018",3,"DUNKIN DONUTS","1575 FLATBUSH AVENUE BROOKLYN",-73.9470151,40.6324953
41236466,"DUNKIN' DONUTS",11209,"Donuts",0,6,6,58,3,3,"BROOKLYN","7519","5 AVENUE",2,"A","11/14/2018",3,"DUNKIN DONUTS","7519 5 AVENUE BROOKLYN",-74.0227069,40.6288275
41236480,"DUNKIN' DONUTS",11214,"Donuts",0,8,8,78,3,3,"BROOKLYN","8513","18 AVENUE",5,"A","05/09/2018",3,"DUNKIN DONUTS","8513 18 AVENUE BROOKLYN",-74.0021363,40.6074198
41236580,"DUNKIN' DONUTS",11375,"Donuts",0,7,7,73,3,3,"QUEENS","10005","QUEENS BOULEVARD",13,"A","05/24/2018",3,"DUNKIN DONUTS","10005 QUEENS BOULEVARD QUEENS",-73.8531962,40.7271516
41237228,"DUNKIN' DONUTS",11239,"Donuts",3,13,13,191,5,3,"BROOKLYN","1358","PENNSYLVANIA AVENUE",10,"A","05/22/2018",3,"DUNKIN DONUTS","1358 PENNSYLVANIA AVENUE BROOKLYN",-73.883093,40.6468435
41237926,"STARBUCKS",10028,"Caf̩/Coffee/Tea",0,3,3,12,3,3,"MANHATTAN","1261","LEXINGTON AVENUE",3,"A","05/02/2018",3,"STARBUCKS","1261 LEXINGTON AVENUE MANHATTAN",-73.9560319,40.7786493
41238635,"STARBUCKS",11201,"Caf̩/Coffee/Tea",0,6,6,50,3,3,"BROOKLYN","164","SMITH STREET",2,"A","05/10/2018",3,"STARBUCKS","164 SMITH STREET BROOKLYN",-73.9910226,40.6862453
41238639,"STARBUCKS",10014,"Caf̩/Coffee/Tea",0,8,8,98,3,3,"MANHATTAN","518","HUDSON STREET",7,"A","04/23/2018",3,"STARBUCKS","518 HUDSON STREET MANHATTAN",-74.0060784,40.7336903
41238641,"STARBUCKS",10013,"Caf̩/Coffee/Tea",0,4,4,32,3,3,"MANHATTAN","405","BROADWAY",12,"A","04/27/2018",3,"STARBUCKS","405 BROADWAY MANHATTAN",-74.0026823,40.7189944
41243427,"DUNKIN' DONUTS, BASKIN ROBBINS",10018,"American",5,21,21,327,8,3,"MANHATTAN","240","WEST   40 STREET",9,"A","09/14/2018",3,"DUNKIN DONUTS","240 WEST   40 STREET MANHATTAN",-73.9895821,40.7552667
41246655,"DUNKIN' DONUTS, BASKIN ROBBINS",10451,"Donuts",0,7,7,56,3,3,"BRONX","274","EAST  149 STREET",12,"A","03/25/2019",3,"DUNKIN DONUTS","274 EAST  149 STREET BRONX",-73.9226462,40.8171857
41249343,"STARBUCKS",11201,"Caf̩/Coffee/Tea",0,7,7,61,4,3,"BROOKLYN","6","METRO TECH",6,"A","07/12/2018",3,"STARBUCKS","6 METRO TECH BROOKLYN",-73.9864981,40.6942793
41249345,"STARBUCKS",10017,"Caf̩/Coffee/Tea",0,4,4,22,3,3,"MANHATTAN","425","MADISON AVENUE",5,"A","07/12/2018",3,"STARBUCKS","425 MADISON AVENUE MANHATTAN",-73.9759551,40.7569334
41258465,"STARBUCKS",11222,"Caf̩/Coffee/Tea",0,5,5,39,3,3,"BROOKLYN","910","MANHATTAN AVENUE",10,"A","09/14/2018",3,"STARBUCKS","910 MANHATTAN AVENUE BROOKLYN",-73.9539902,40.73054
41259249,"DUNKIN' DONUTS, BASKIN ROBBINS",10029,"Donuts",0,6,6,44,3,3,"MANHATTAN","1880","3 AVENUE",6,"A","05/04/2018",3,"DUNKIN DONUTS","1880 3 AVENUE MANHATTAN",-73.9459704,40.790207
41262161,"DUNKIN' DONUTS",11223,"Donuts",0,4,4,13,3,3,"BROOKLYN","2419","CONEY ISLAND AVENUE",2,"A","04/09/2019",3,"DUNKIN DONUTS","2419 CONEY ISLAND AVENUE BROOKLYN",-73.960906,40.5978756
41263870,"DUNKIN' DONUTS",11203,"Donuts",0,7,7,65,3,3,"BROOKLYN","506","CLARKSON AVENUE",5,"A","02/27/2019",3,"DUNKIN DONUTS","506 CLARKSON AVENUE BROOKLYN",-73.9427558,40.6556956
41263873,"DUNKIN' DONUTS",11226,"Donuts",2,9,9,95,6,3,"BROOKLYN","1467","NOSTRAND AVENUE",7,"A","03/05/2019",3,"DUNKIN DONUTS","1467 NOSTRAND AVENUE BROOKLYN",-73.9493112,40.6503946
41263878,"DUNKIN' DONUTS",11235,"Donuts",3,12,12,141,5,3,"BROOKLYN","711","BRIGHTON BEACH AVENUE",11,"A","06/13/2018",3,"DUNKIN DONUTS","711 BRIGHTON BEACH AVENUE BROOKLYN",-73.9602975,40.5781192
41263883,"DUNKIN' DONUTS, BASKIN ROBBINS",11217,"Donuts",4,21,20,330,8,3,"BROOKLYN","578","ATLANTIC AVENUE",12,"A","03/27/2019",3,"DUNKIN DONUTS","578 ATLANTIC AVENUE BROOKLYN",-73.978652,40.6843109
41263890,"DUNKIN' DONUTS",10016,"Donuts",3,10,9,117,6,3,"MANHATTAN","412","3 AVENUE",2,"A","08/29/2018",3,"DUNKIN DONUTS","412 3 AVENUE MANHATTAN",-73.9807896,40.7425347
41263893,"DUNKIN' DONUTS",11232,"Donuts",0,4,4,24,3,3,"BROOKLYN","737","4 AVENUE",5,"A","05/15/2018",3,"DUNKIN DONUTS","737 4 AVENUE BROOKLYN",-73.997465,40.6605462
41263898,"DUNKIN' DONUTS",11220,"Donuts",0,6,6,17,4,3,"BROOKLYN","6755","5 AVENUE",4,"A","05/03/2018",3,"DUNKIN DONUTS","6755 5 AVENUE BROOKLYN",-74.0203862,40.6342291
41263909,"DUNKIN' DONUTS",10002,"Donuts",3,11,11,114,5,3,"MANHATTAN","250","EAST HOUSTON STREET",10,"A","10/29/2018",3,"DUNKIN DONUTS","250 EAST HOUSTON STREET MANHATTAN",-73.9848741,40.7220942
41263910,"DUNKIN' DONUTS",11223,"Donuts",1,10,10,83,5,3,"BROOKLYN","373","KINGS HIGHWAY",8,"A","07/26/2018",3,"DUNKIN DONUTS","373 KINGS HIGHWAY BROOKLYN",-73.976552,40.6049627
41264485,"DUNKIN' DONUTS",11204,"Donuts",1,10,10,106,5,3,"BROOKLYN","6309","18 AVENUE",7,"A","11/05/2018",3,"DUNKIN DONUTS","6309 18 AVENUE BROOKLYN",-73.9890978,40.6198866
41264490,"DUNKIN' DONUTS",11214,"Donuts",10,28,28,524,8,3,"BROOKLYN","1980","86 STREET",12,"A","12/31/2018",3,"DUNKIN DONUTS","1980 86 STREET BROOKLYN",-73.9986816,40.6045796
41264502,"DUNKIN' DONUTS",11232,"Donuts",0,5,4,38,3,3,"BROOKLYN","126","35 STREET",11,"A","02/21/2019",3,"DUNKIN DONUTS","126 35 STREET BROOKLYN",-74.005522,40.6556377
41264511,"DUNKIN' DONUTS",11226,"American",0,6,6,44,4,3,"BROOKLYN","10","NEWKIRK PLAZA",5,"A","05/10/2018",3,"DUNKIN DONUTS","10 NEWKIRK PLAZA BROOKLYN",-73.9625131,40.6352005
41269387,"DUNKIN' DONUTS",10018,"Donuts",4,14,14,171,6,3,"MANHATTAN","265","WEST   37 STREET",12,"A","08/24/2018",3,"DUNKIN DONUTS","265 WEST   37 STREET MANHATTAN",-73.991294,40.7539865
41269723,"STARBUCKS",10001,"Caf̩/Coffee/Tea",5,16,16,260,6,3,"MANHATTAN","151","WEST   34 STREET",9,"A","12/28/2018",3,"STARBUCKS","151 WEST   34 STREET MANHATTAN",-73.9894835,40.7508025
41269725,"STARBUCKS",11426,"Caf̩/Coffee/Tea",0,7,7,55,4,3,"QUEENS","25105","JERICHO TURNPIKE",12,"A","05/07/2018",3,"STARBUCKS","25105 JERICHO TURNPIKE QUEENS",-73.7138132,40.7269853
41270498,"STARBUCKS",10039,"Caf̩/Coffee/Tea",0,4,4,18,3,3,"MANHATTAN","301","WEST  145 STREET",2,"A","07/27/2018",3,"STARBUCKS","301 WEST  145 STREET MANHATTAN",-73.941971,40.82312
41270642,"DUNKIN' DONUTS",11231,"Donuts",0,7,7,66,3,3,"BROOKLYN","383","COURT STREET",4,"A","11/16/2018",3,"DUNKIN DONUTS","383 COURT STREET BROOKLYN",-73.9965698,40.68046
41270643,"DUNKIN' DONUTS, BASKIN ROBBINS",11201,"Donuts",0,8,8,41,4,3,"BROOKLYN","148","SMITH STREET",5,"A","05/11/2018",3,"DUNKIN DONUTS","148 SMITH STREET BROOKLYN",-73.9907931,40.6867151
41276111,"DUNKIN' DONUTS",11105,"American",0,8,8,70,3,3,"QUEENS","4307","ASTORIA BOULEVARD",12,"A","01/10/2019",3,"DUNKIN DONUTS","4307 ASTORIA BOULEVARD QUEENS",-73.9167056,40.769864
41276342,"STARBUCKS",10119,"Caf̩/Coffee/Tea",3,13,13,199,5,3,"MANHATTAN","1","PENN PLAZA",12,"A","10/26/2018",3,"STARBUCKS","1 PENN PLAZA MANHATTAN",-73.9922255,40.7512148
41277471,"STARBUCKS COFFEE",10001,"Caf̩/Coffee/Tea",1,11,11,153,5,3,"MANHATTAN","315","7 AVENUE",9,"A","07/31/2018",3,"STARBUCKS","315 7 AVENUE MANHATTAN",-73.993224,40.7469616
41277564,"DUNKIN' DONUTS",11372,"Donuts",9,19,19,493,7,2,"QUEENS","8118","ROOSEVELT AVENUE",13,"A","03/06/2019",3,"DUNKIN DONUTS","8118 ROOSEVELT AVENUE QUEENS",-73.8841109,40.7474111
41277859,"STARBUCKS",11430,"Caf̩/Coffee/Tea",0,4,4,30,3,3,"QUEENS","58","JFK INTL AIRPORT",2,"A","06/07/2018",3,"STARBUCKS","58 JFK INTL AIRPORT QUEENS",-73.7781391,40.6413111
41280869,"DUNKIN' DONUTS",10461,"Donuts",0,6,6,61,3,3,"BRONX","1320","HUTCHINSON RIVER PARKWAY",10,"A","05/29/2018",3,"DUNKIN DONUTS","1320 HUTCHINSON RIVER PARKWAY BRONX",-73.8382978,40.836326
41280872,"DUNKIN' DONUTS",10461,"Donuts",1,11,10,207,5,3,"BRONX","1325","HUTCHINSON RIVER PARKWAY",3,"A","05/08/2018",3,"DUNKIN DONUTS","1325 HUTCHINSON RIVER PARKWAY BRONX",-73.8389232,40.836274
41286021,"DUNKIN' DONUTS",10460,"Donuts",9,24,24,371,8,3,"BRONX","2241","SOUTHERN BOULEVARD",7,"A","03/29/2019",3,"DUNKIN DONUTS","2241 SOUTHERN BOULEVARD BRONX",-73.8835353,40.8492908
41286916,"DUNKIN' DONUTS",10459,"Donuts",8,27,27,481,9,3,"BRONX","1040","WESTCHESTER AVENUE",12,"A","04/04/2019",3,"DUNKIN DONUTS","1040 WESTCHESTER AVENUE BRONX",-73.8921886,40.8243189
41286923,"DUNKIN' DONUTS",10457,"Donuts",2,13,13,179,5,3,"BRONX","4521","3 AVENUE",12,"A","03/22/2018",3,"DUNKIN DONUTS","4521 3 AVENUE BRONX",-73.8912237,40.8540856
41288479,"STARBUCKS",10032,"Caf̩/Coffee/Tea",0,3,3,11,3,3,"MANHATTAN","4001","BROADWAY",2,"A","07/26/2018",3,"STARBUCKS","4001 BROADWAY MANHATTAN",-73.9398896,40.8413392
41290186,"DUNKIN' DONUTS, BASKIN ROBBINS",11375,"Donuts",6,15,14,108,7,3,"QUEENS","6366","108 STREET",3,"A","10/16/2018",3,"DUNKIN DONUTS","6366 108 STREET QUEENS",-73.8500502,40.7330836
41290548,"STARBUCKS",10010,"Caf̩/Coffee/Tea",2,12,12,135,5,3,"MANHATTAN","14","WEST 23 STREET",5,"A","03/08/2019",3,"STARBUCKS","14 WEST 23 STREET MANHATTAN",-73.9903719,40.7415725
41290556,"STARBUCKS",10036,"Caf̩/Coffee/Tea",2,10,9,49,6,3,"MANHATTAN","1185","AVENUE OF THE AMERICAS",8,"A","10/09/2018",3,"STARBUCKS","1185 AVENUE OF THE AMERICAS MANHATTAN",-73.9823192,40.7579754
41290574,"STARBUCKS",10012,"Caf̩/Coffee/Tea",0,7,7,25,3,3,"MANHATTAN","482","WEST BROADWAY",5,"A","04/25/2018",3,"STARBUCKS","482 WEST BROADWAY MANHATTAN",-74.0002496,40.7268086
41291186,"DUNKIN' DONUTS",11375,"Donuts",0,5,5,48,3,3,"QUEENS","11716","QUEENS BOULEVARD",7,"A","03/26/2019",3,"DUNKIN DONUTS","11716 QUEENS BOULEVARD QUEENS",-73.8327569,40.7150388
41291414,"DUNKIN' DONUTS",11204,"Donuts",2,10,10,87,5,3,"BROOKLYN","6627","BAY PARKWAY",5,"A","10/18/2018",3,"DUNKIN DONUTS","6627 BAY PARKWAY BROOKLYN",-73.9822339,40.6127234
41293063,"DUNKIN' DONUTS",11235,"Donuts",0,3,3,14,3,3,"BROOKLYN","1427","SHEEPSHEAD BAY ROAD",4,"A","02/06/2019",3,"DUNKIN DONUTS","1427 SHEEPSHEAD BAY ROAD BROOKLYN",-73.9544764,40.5876076
41293148,"DUNKIN' DONUTS",11209,"Donuts",0,9,9,86,4,3,"BROOKLYN","8702","4 AVENUE",12,"A","05/14/2018",3,"DUNKIN DONUTS","8702 4 AVENUE BROOKLYN",-74.0289542,40.6220498
41293203,"STARBUCKS",10025,"Caf̩/Coffee/Tea",0,4,4,23,3,3,"MANHATTAN","2690","BROADWAY",2,"A","12/12/2018",3,"STARBUCKS","2690 BROADWAY MANHATTAN",-73.968346,40.7988731
41293744,"STARBUCKS",11214,"Caf̩/Coffee/Tea",0,6,6,43,4,3,"BROOKLYN","1973","86 STREET",3,"A","05/07/2018",3,"STARBUCKS","1973 86 STREET BROOKLYN",-73.9984521,40.6049728
41297979,"DUNKIN' DONUTS",10467,"Donuts",3,10,10,95,5,3,"BRONX","3059","WEBSTER AVENUE",11,"A","10/12/2018",3,"DUNKIN DONUTS","3059 WEBSTER AVENUE BRONX",-73.878639,40.870454
41297989,"DUNKIN' DONUTS",10464,"Donuts",2,9,9,78,5,3,"BRONX","636","CITY ISLAND AVE",10,"A","01/09/2019",3,"DUNKIN DONUTS","636 CITY ISLAND AVE BRONX",-73.7912557,40.8554913
